10001,0.004020318
10002,0.009205334
10003,0.007075133
10004,0.002389207
10005,0.0072026625
10006,0.006257665
10007,0.0028458133
10008,0.0045575052
10009,0.0016650703
10010,0.0046309927
10011,0.0043572313
10012,0.0052745184
10013,0.0049984567
10014,0.0026078138
10015,0.0061681494
10016,0.00702118
10017,0.005574703
10018,0.004925317
10019,0.0036806797
10020,0.0020816734
10021,0.0023608431
10022,0.0025331068
10023,0.0024787483
10024,0.0021336894
10025,0.0030945544
10026,0.0042722328
10027,0.0032512867
10028,0.0019631165
10029,0.0070500327
10030,0.0032627943
10031,0.004274377
10032,0.004106484
10033,0.0026502176
10034,0.00044002078
10035,0.0030291777
10036,0.0016046433
10037,0.0013199168
10038,0.00363995
10039,0.0042164284
10040,0.0031364246
10041,0.0021678403
10042,0.004551619
10043,0.008814921
10044,0.0012604895
10045,0.001219082
10046,0.0032677508
10047,0.0010431013
10048,0.0031108195
10049,0.0032841936
10050,0.0027886017
10051,0.0024653783
10052,0.0026589995
10053,0.0029994778
10054,0.0026970045
10055,0.0009863644
10056,0.0019209288
10057,0.0015119996
10058,0.006566664
10059,0.0044662696
10060,0.0021958132
10061,0.0018363835
10062,0.012764188
10063,0.0021468846
10064,0.003444816
10065,0.0037546388
10066,0.002296636
10067,0.014208032
10068,0.0015786344
10069,0.0011891365
10070,0.006317581
10071,0.0050162985
10072,0.005395301
10073,0.0057154633
10074,0.0046324665
10075,0.0051760925
10076,0.0037646482
10077,0.0029840097
10078,0.0077570104
10079,0.0025252148
10080,0.0054348945
10081,0.0034834102
10082,0.0025891582
10083,0.0011821274
10084,0.0018777857
10085,0.0033844095
10086,0.0033838581
10087,0.004643354
10088,0.0069762147
10089,0.0011129441
10090,0.0014927668
10091,0.0023783972
10092,0.0011544636
10093,0.002667797
10094,0.0024329606
10095,0.0014450881
10096,0.022030609
10097,0.0009618111
10098,0.0014540046
10099,0.0022435861
10100,0.0032331028
10101,0.0020097296
10102,0.0030167224
10103,0.001904065
10104,0.0033095297
10105,0.0028795123
10106,0.003416288
10107,0.004249723
10108,0.02008201
10109,0.002496214
10110,0.0011721755
10111,0.0022129996
10112,0.0038337305
10113,0.0007152144
10114,0.0058526206
10115,0.0031257183
10116,0.0030340871
10117,0.0030892577
10118,0.0037397107
10119,0.00807311
10120,0.006423372
10121,0.0012323414
10122,0.0017883894
10123,0.0018455753
10124,0.0025107644
10125,0.0025338784
10126,0.002898636
10127,0.0015736226
10128,0.0022281546
10129,0.0014071144
10130,0.0049141045
10131,0.0035676747
10132,0.005619461
10133,0.0021630216
10134,0.010233772
10135,0.009735527
10136,0.004403024
10137,0.0017259225
10138,0.00084751024
10139,0.0037747116
10140,0.0018340582
10141,0.011305953
10142,0.009109896
10143,0.0018041657
10144,0.020220472
10145,0.0017552574
10146,0.003601518
10147,0.0033904498
10148,0.0062578395
10149,0.003192872
10150,0.0034511078
10151,0.0022994133
10152,0.0035952337
10153,0.0030251497
10154,0.0021456792
10155,0.0054511894
10156,0.003333569
10157,0.0045649162
10158,0.0023717785
10159,0.0030151033
10160,0.0019290699
10161,0.0042863283
10162,0.0030914266
10163,0.008800274
10164,0.009005838
10165,0.0029143926
10166,0.003402217
10167,0.0027956427
10168,0.0011181643
10169,0.001256783
10170,0.0024359012
10171,0.005054168
10172,0.002978725
10173,0.0035774196
10174,0.003351734
10175,0.0017265001
10176,0.0012697339
10177,0.0034970895
10178,0.002201672
10179,0.0025932414
10180,0.0029239305
10181,0.0015802915
10182,0.0007418572
10183,0.0051757176
10184,0.0037224186
10185,0.004562917
10186,0.0022038647
